Image Name,Crack Area,Pothole Area,Total Damage Area,State,Highway
916437_RS_290_290RS294095_15635.jpg,4530,0,4530,RS,290
916654_RS_290_290RS294095_16720.jpg,8674,0,8674,RS,290
916656_RS_290_290RS294095_16730.jpg,10233,0,10233,RS,290
916874_RS_290_290RS294095_17821.jpg,3585,7573,11158,RS,290
916887_RS_290_290RS294095_17885.jpg,2110,6205,8315,RS,290
916893_RS_290_290RS294095_17916.jpg,106,6525,6631,RS,290
916930_RS_290_290RS294095_18100.jpg,1742,0,1742,RS,290
917033_RS_290_290RS294095_18615.jpg,722,0,722,RS,290
917086_RS_290_290RS294095_18880.jpg,5605,0,5605,RS,290
917194_RS_290_290RS294095_19420.jpg,3776,2703,6479,RS,290
917209_RS_290_290RS294095_19495.jpg,8920,0,8920,RS,290
917210_RS_290_290RS294095_19500.jpg,12798,0,12798,RS,290
917214_RS_290_290RS294095_19520.jpg,21255,1,21256,RS,290
917218_RS_290_290RS294095_19540.jpg,16879,0,16879,RS,290
917229_RS_290_290RS294095_19595.jpg,9180,0,9180,RS,290
917242_RS_290_290RS294095_19660.jpg,12704,0,12704,RS,290
917258_RS_290_290RS294095_19740.jpg,13137,0,13137,RS,290
917320_RS_290_290RS294095_20050.jpg,7587,0,7587,RS,290
917338_RS_290_290RS294095_20140.jpg,7047,0,7047,RS,290
917395_RS_290_290RS294095_20425.jpg,13670,1556,15226,RS,290
917396_RS_290_290RS294095_20430.jpg,14690,5417,20107,RS,290
917398_RS_290_290RS294095_20441.jpg,18873,0,18873,RS,290
917400_RS_290_290RS294095_20451.jpg,20263,0,20263,RS,290
917401_RS_290_290RS294095_20455.jpg,20849,0,20849,RS,290
917468_RS_290_290RS294095_20790.jpg,5305,944,6249,RS,290
917469_RS_290_290RS294095_20795.jpg,3176,0,3176,RS,290
917504_RS_290_290RS294095_20970.jpg,6,1850,1856,RS,290
917505_RS_290_290RS294095_20975.jpg,789,8216,9005,RS,290
917569_RS_290_290RS294095_21295.jpg,23832,0,23832,RS,290
917672_RS_290_290RS294095_21811.jpg,5889,36384,42273,RS,290
917701_RS_290_290RS294095_21955.jpg,27,22701,22728,RS,290
917959_RS_290_290RS294095_23245.jpg,12492,0,12492,RS,290
918179_RS_290_290RS294095_24346.jpg,5090,0,5090,RS,290
918232_RS_290_290RS294095_24610.jpg,8480,190,8670,RS,290
918233_RS_290_290RS294095_24615.jpg,8933,0,8933,RS,290
918531_RS_290_290RS294095_26106.jpg,2472,0,2472,RS,290
918905_RS_290_290RS294095_27975.jpg,2914,0,2914,RS,290
918995_RS_290_290RS294095_28425.jpg,9918,0,9918,RS,290
919073_RS_290_290RS294095_28815.jpg,2702,0,2702,RS,290
919127_RS_290_290RS294095_29085.jpg,2534,0,2534,RS,290
919155_RS_290_290RS294095_29225.jpg,9464,0,9464,RS,290
919167_RS_290_290RS294095_29285.jpg,14078,0,14078,RS,290
919242_RS_290_290RS294095_29660.jpg,13268,0,13268,RS,290
919243_RS_290_290RS294095_29665.jpg,12827,0,12827,RS,290
919267_RS_290_290RS294095_29785.jpg,6388,0,6388,RS,290
919541_RS_290_290RS294095_31155.jpg,7304,0,7304,RS,290
919548_RS_290_290RS294095_31191.jpg,32918,0,32918,RS,290
919554_RS_290_290RS294095_31220.jpg,6806,0,6806,RS,290
919629_RS_290_290RS294095_31595.jpg,12926,0,12926,RS,290
919752_RS_290_290RS294095_32210.jpg,7935,0,7935,RS,290
919790_RS_290_290RS294095_32400.jpg,10432,0,10432,RS,290
919804_RS_290_290RS294095_32470.jpg,9065,0,9065,RS,290
941500_RS_290_290RS070691_00406.jpg,0,1320,1320,RS,290
941573_RS_290_290RS070691_00770.jpg,0,65075,65075,RS,290
941594_RS_290_290RS070691_00875.jpg,0,67165,67165,RS,290
941605_RS_290_290RS070691_00931.jpg,8,31478,31486,RS,290
941633_RS_290_290RS070691_01071.jpg,10,3425,3435,RS,290
941911_RS_290_290RS070691_02460.jpg,0,7256,7256,RS,290
992866_RS_386_386RS191729_01095.jpg,9637,5018,14655,RS,386
994092_RS_386_386RS191729_07225.jpg,27632,0,27632,RS,386
994468_RS_386_386RS191729_09105.jpg,679,1488,2167,RS,386
994470_RS_386_386RS191729_09115.jpg,10102,0,10102,RS,386
994488_RS_386_386RS191729_09205.jpg,15372,1128,16500,RS,386
994526_RS_386_386RS191729_09396.jpg,16872,4417,21289,RS,386
994580_RS_386_386RS191729_09666.jpg,33052,840,33892,RS,386
994581_RS_386_386RS191729_09670.jpg,16990,5188,22178,RS,386
994587_RS_386_386RS191729_09700.jpg,30392,0,30392,RS,386
994589_RS_386_386RS191729_09710.jpg,22327,1237,23564,RS,386
994600_RS_386_386RS191729_09765.jpg,25974,0,25974,RS,386
1007599_RS_386_386RS289112_28920.jpg,593,0,593,RS,386
1007600_RS_386_386RS289112_28925.jpg,1854,0,1854,RS,386
1007608_RS_386_386RS289112_28966.jpg,20606,0,20606,RS,386
1008560_RS_386_386RS289112_33725.jpg,16367,0,16367,RS,386
1014583_RS_386_386RS124739_29840.jpg,7923,0,7923,RS,386
1014585_RS_386_386RS124739_29850.jpg,5656,1087,6743,RS,386
1014586_RS_386_386RS124739_29855.jpg,22462,0,22462,RS,386
1014587_RS_386_386RS124739_29860.jpg,27323,0,27323,RS,386
1014603_RS_386_386RS124739_29940.jpg,5112,0,5112,RS,386
1014604_RS_386_386RS124739_29945.jpg,2573,0,2573,RS,386
1014610_RS_386_386RS124739_29975.jpg,2492,0,2492,RS,386
1014611_RS_386_386RS124739_29980.jpg,4505,0,4505,RS,386
1014613_RS_386_386RS124739_29990.jpg,9954,0,9954,RS,386
1014615_RS_386_386RS124739_30000.jpg,1229,0,1229,RS,386
1014617_RS_386_386RS124739_30010.jpg,6594,582,7176,RS,386
1014618_RS_386_386RS124739_30015.jpg,5541,0,5541,RS,386
1014619_RS_386_386RS124739_30020.jpg,9201,1561,10762,RS,386
1014620_RS_386_386RS124739_30026.jpg,5414,0,5414,RS,386
1014621_RS_386_386RS124739_30030.jpg,4468,0,4468,RS,386
1014622_RS_386_386RS124739_30035.jpg,4596,0,4596,RS,386
1014626_RS_386_386RS124739_30055.jpg,1404,0,1404,RS,386
1014627_RS_386_386RS124739_30061.jpg,13179,0,13179,RS,386
1014630_RS_386_386RS124739_30075.jpg,19917,2324,22241,RS,386
1014631_RS_386_386RS124739_30080.jpg,15131,1550,16681,RS,386
1014632_RS_386_386RS124739_30085.jpg,8703,0,8703,RS,386
1014635_RS_386_386RS124739_30100.jpg,26209,0,26209,RS,386
1014636_RS_386_386RS124739_30105.jpg,27348,0,27348,RS,386
1014637_RS_386_386RS124739_30110.jpg,2087,0,2087,RS,386
1014638_RS_386_386RS124739_30115.jpg,6435,0,6435,RS,386
1014639_RS_386_386RS124739_30121.jpg,24716,3000,27716,RS,386
1014640_RS_386_386RS124739_30127.jpg,1515,606,2121,RS,386
1014641_RS_386_386RS124739_30130.jpg,16877,728,17605,RS,386
1014642_RS_386_386RS124739_30135.jpg,31602,0,31602,RS,386
1014643_RS_386_386RS124739_30140.jpg,434,0,434,RS,386
1014644_RS_386_386RS124739_30145.jpg,16586,0,16586,RS,386
1014645_RS_386_386RS124739_30150.jpg,10404,0,10404,RS,386
1014648_RS_386_386RS124739_30165.jpg,8344,11,8355,RS,386
1014649_RS_386_386RS124739_30170.jpg,6710,17370,24080,RS,386
1014651_RS_386_386RS124739_30180.jpg,1398,0,1398,RS,386
1014652_RS_386_386RS124739_30185.jpg,6958,0,6958,RS,386
1014654_RS_386_386RS124739_30195.jpg,14759,0,14759,RS,386
1014655_RS_386_386RS124739_30200.jpg,19288,0,19288,RS,386
1014658_RS_386_386RS124739_30216.jpg,2355,1329,3684,RS,386
1014659_RS_386_386RS124739_30220.jpg,10481,2469,12950,RS,386
1014660_RS_386_386RS124739_30225.jpg,3528,0,3528,RS,386
1014661_RS_386_386RS124739_30230.jpg,15289,0,15289,RS,386
1014663_RS_386_386RS124739_30240.jpg,5534,0,5534,RS,386
1014664_RS_386_386RS124739_30246.jpg,2768,0,2768,RS,386
1014665_RS_386_386RS124739_30250.jpg,2065,0,2065,RS,386
1014668_RS_386_386RS124739_30265.jpg,3900,0,3900,RS,386
1014669_RS_386_386RS124739_30271.jpg,20968,0,20968,RS,386
1014670_RS_386_386RS124739_30275.jpg,12986,0,12986,RS,386
1014671_RS_386_386RS124739_30280.jpg,10705,0,10705,RS,386
1014672_RS_386_386RS124739_30285.jpg,536,0,536,RS,386
1014673_RS_386_386RS124739_30290.jpg,110,624,734,RS,386
1014675_RS_386_386RS124739_30300.jpg,40751,0,40751,RS,386
1014676_RS_386_386RS124739_30305.jpg,37523,0,37523,RS,386
1014677_RS_386_386RS124739_30310.jpg,47705,0,47705,RS,386
1014678_RS_386_386RS124739_30315.jpg,33335,0,33335,RS,386
1014679_RS_386_386RS124739_30321.jpg,29252,0,29252,RS,386
1014680_RS_386_386RS124739_30325.jpg,45914,0,45914,RS,386
1014681_RS_386_386RS124739_30330.jpg,21481,2388,23869,RS,386
1014683_RS_386_386RS124739_30340.jpg,18068,0,18068,RS,386
1014684_RS_386_386RS124739_30345.jpg,12378,0,12378,RS,386
1014685_RS_386_386RS124739_30350.jpg,12313,0,12313,RS,386
1014686_RS_386_386RS124739_30355.jpg,23483,0,23483,RS,386
1014687_RS_386_386RS124739_30360.jpg,20106,0,20106,RS,386
1014689_RS_386_386RS124739_30371.jpg,11062,0,11062,RS,386
1014691_RS_386_386RS124739_30380.jpg,4306,438,4744,RS,386
1014692_RS_386_386RS124739_30385.jpg,6787,0,6787,RS,386
1014693_RS_386_386RS124739_30390.jpg,13034,0,13034,RS,386
1014696_RS_386_386RS124739_30405.jpg,7909,0,7909,RS,386
1014697_RS_386_386RS124739_30410.jpg,12051,0,12051,RS,386
1014698_RS_386_386RS124739_30415.jpg,3825,0,3825,RS,386
1014702_RS_386_386RS124739_30435.jpg,10081,0,10081,RS,386
1014703_RS_386_386RS124739_30440.jpg,14450,0,14450,RS,386
1014704_RS_386_386RS124739_30445.jpg,34801,0,34801,RS,386
1014705_RS_386_386RS124739_30450.jpg,58241,0,58241,RS,386
1014706_RS_386_386RS124739_30455.jpg,9536,0,9536,RS,386
1014707_RS_386_386RS124739_30460.jpg,15527,0,15527,RS,386
1014708_RS_386_386RS124739_30465.jpg,37985,0,37985,RS,386
1014709_RS_386_386RS124739_30470.jpg,5108,0,5108,RS,386
1014710_RS_386_386RS124739_30475.jpg,4108,0,4108,RS,386
1014711_RS_386_386RS124739_30480.jpg,2473,0,2473,RS,386
1014712_RS_386_386RS124739_30485.jpg,9452,32209,41661,RS,386
1014716_RS_386_386RS124739_30505.jpg,135,5322,5457,RS,386
1014721_RS_386_386RS124739_30530.jpg,21,6301,6322,RS,386
1014722_RS_386_386RS124739_30536.jpg,136,12910,13046,RS,386
1014724_RS_386_386RS124739_30545.jpg,195,1067,1262,RS,386
1014725_RS_386_386RS124739_30550.jpg,17630,0,17630,RS,386
1014726_RS_386_386RS124739_30555.jpg,48352,0,48352,RS,386
1014727_RS_386_386RS124739_30560.jpg,39888,0,39888,RS,386
1014728_RS_386_386RS124739_30565.jpg,2635,0,2635,RS,386
1014729_RS_386_386RS124739_30570.jpg,6822,3821,10643,RS,386
1014730_RS_386_386RS124739_30575.jpg,183,14912,15095,RS,386
1014737_RS_386_386RS124739_30610.jpg,15618,0,15618,RS,386
1014745_RS_386_386RS124739_30651.jpg,2468,0,2468,RS,386
1014747_RS_386_386RS124739_30660.jpg,1966,0,1966,RS,386
1014749_RS_386_386RS124739_30670.jpg,24627,0,24627,RS,386
1014750_RS_386_386RS124739_30675.jpg,12473,0,12473,RS,386
1014751_RS_386_386RS124739_30680.jpg,10687,0,10687,RS,386
1014753_RS_386_386RS124739_30690.jpg,31022,0,31022,RS,386
1014756_RS_386_386RS124739_30705.jpg,1782,0,1782,RS,386
1014757_RS_386_386RS124739_30710.jpg,3914,0,3914,RS,386
1014758_RS_386_386RS124739_30715.jpg,27273,0,27273,RS,386
1014759_RS_386_386RS124739_30720.jpg,3571,0,3571,RS,386
1014760_RS_386_386RS124739_30725.jpg,785,0,785,RS,386
1014761_RS_386_386RS124739_30730.jpg,6598,0,6598,RS,386
1014762_RS_386_386RS124739_30735.jpg,15491,0,15491,RS,386
1014765_RS_386_386RS124739_30750.jpg,30161,745,30906,RS,386
1014766_RS_386_386RS124739_30755.jpg,2265,0,2265,RS,386
1014767_RS_386_386RS124739_30760.jpg,1022,3713,4735,RS,386
1014768_RS_386_386RS124739_30765.jpg,1070,9962,11032,RS,386
1014776_RS_386_386RS124739_30806.jpg,2126,22882,25008,RS,386
1014777_RS_386_386RS124739_30811.jpg,4995,382,5377,RS,386
1014778_RS_386_386RS124739_30816.jpg,1838,0,1838,RS,386
1014780_RS_386_386RS124739_30826.jpg,16600,7409,24009,RS,386
1014782_RS_386_386RS124739_30835.jpg,6993,0,6993,RS,386
1014783_RS_386_386RS124739_30840.jpg,28099,0,28099,RS,386
1014784_RS_386_386RS124739_30845.jpg,15754,0,15754,RS,386
1014786_RS_386_386RS124739_30856.jpg,12098,34061,46159,RS,386
1014787_RS_386_386RS124739_30860.jpg,14499,59756,74255,RS,386
1014788_RS_386_386RS124739_30865.jpg,10072,1704,11776,RS,386
1014789_RS_386_386RS124739_30870.jpg,20752,1619,22371,RS,386
1014790_RS_386_386RS124739_30875.jpg,8403,3774,12177,RS,386
1014791_RS_386_386RS124739_30880.jpg,5066,6015,11081,RS,386
1014792_RS_386_386RS124739_30885.jpg,5357,24293,29650,RS,386
1014793_RS_386_386RS124739_30890.jpg,10196,33485,43681,RS,386
1014794_RS_386_386RS124739_30895.jpg,6852,0,6852,RS,386
1014798_RS_386_386RS124739_30915.jpg,3390,627,4017,RS,386
1014799_RS_386_386RS124739_30920.jpg,13857,752,14609,RS,386
1014801_RS_386_386RS124739_30930.jpg,11992,3926,15918,RS,386
1014802_RS_386_386RS124739_30935.jpg,22635,2564,25199,RS,386
1014803_RS_386_386RS124739_30940.jpg,49401,8290,57691,RS,386
1014804_RS_386_386RS124739_30945.jpg,64038,0,64038,RS,386
1014805_RS_386_386RS124739_30950.jpg,49412,0,49412,RS,386
1014806_RS_386_386RS124739_30955.jpg,5461,0,5461,RS,386
1014809_RS_386_386RS124739_30970.jpg,10741,0,10741,RS,386
1014810_RS_386_386RS124739_30975.jpg,4790,0,4790,RS,386
1014816_RS_386_386RS124739_31005.jpg,8114,417,8531,RS,386
1014818_RS_386_386RS124739_31015.jpg,4619,0,4619,RS,386
1014822_RS_386_386RS124739_31035.jpg,5236,0,5236,RS,386
1014823_RS_386_386RS124739_31040.jpg,18537,0,18537,RS,386
1014824_RS_386_386RS124739_31045.jpg,44268,0,44268,RS,386
1014826_RS_386_386RS124739_31055.jpg,12825,0,12825,RS,386
1014827_RS_386_386RS124739_31060.jpg,13649,0,13649,RS,386
1014830_RS_386_386RS124739_31075.jpg,4471,0,4471,RS,386
1014831_RS_386_386RS124739_31080.jpg,25745,0,25745,RS,386
1014832_RS_386_386RS124739_31085.jpg,18839,0,18839,RS,386
1014841_RS_386_386RS124739_31130.jpg,36818,0,36818,RS,386
1014843_RS_386_386RS124739_31140.jpg,31097,1434,32531,RS,386
1014846_RS_386_386RS124739_31155.jpg,55492,0,55492,RS,386
1014847_RS_386_386RS124739_31160.jpg,30868,0,30868,RS,386
1014848_RS_386_386RS124739_31165.jpg,13570,0,13570,RS,386
1014849_RS_386_386RS124739_31170.jpg,25433,0,25433,RS,386
1014850_RS_386_386RS124739_31175.jpg,4843,0,4843,RS,386
1014854_RS_386_386RS124739_31196.jpg,3393,0,3393,RS,386
1014855_RS_386_386RS124739_31201.jpg,5811,1053,6864,RS,386
1014857_RS_386_386RS124739_31210.jpg,16944,0,16944,RS,386
1014858_RS_386_386RS124739_31215.jpg,47632,0,47632,RS,386
1014859_RS_386_386RS124739_31220.jpg,33797,0,33797,RS,386
1014861_RS_386_386RS124739_31231.jpg,30333,0,30333,RS,386
1014862_RS_386_386RS124739_31235.jpg,35234,0,35234,RS,386
1014864_RS_386_386RS124739_31245.jpg,22240,0,22240,RS,386
1014865_RS_386_386RS124739_31250.jpg,19300,0,19300,RS,386
1014866_RS_386_386RS124739_31255.jpg,29237,0,29237,RS,386
1014868_RS_386_386RS124739_31265.jpg,1450,0,1450,RS,386
1014870_RS_386_386RS124739_31275.jpg,7631,0,7631,RS,386
1014871_RS_386_386RS124739_31280.jpg,14470,0,14470,RS,386
1014872_RS_386_386RS124739_31285.jpg,13588,0,13588,RS,386
1014873_RS_386_386RS124739_31290.jpg,7529,0,7529,RS,386
1014874_RS_386_386RS124739_31295.jpg,9688,217,9905,RS,386
